סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
540 ,ריחאניה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,1325 ,87 ,252 ,520 ,168 ,108 ,190
541 ,ג'סר א-זרקא ,32 ,חדרה ,32 ,חדרה ,0 , ,16145 ,1555 ,4372 ,6891 ,1676 ,917 ,734
542 ,ריינה ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,17929 ,1435 ,3853 ,7486 ,2020 ,1545 ,1590
543 ,ראמה ,24 ,עכו ,20 ,כרמיאל ,0 , ,8717 ,502 ,1603 ,3407 ,1107 ,851 ,1247
546 ,עין אל-אסד ,24 ,עכו ,21 ,צפת ,2 ,מרום הגליל ,969 ,66 ,184 ,412 ,136 ,88 ,83
547 ,טמרה )יזרעאל( ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1766 ,161 ,427 ,725 ,215 ,120 ,118
549 ,גנות הדר ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1002 ,48 ,178 ,349 ,150 ,124 ,153
553 ,ניר בנים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,769 ,38 ,151 ,270 ,77 ,108 ,125
555 ,שדמה ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,535 ,33 ,94 ,177 ,69 ,73 ,89
559 ,בוסתן הגליל ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1137 ,85 ,275 ,386 ,155 ,77 ,159
562 ,בית אלעזרי ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,1603 ,103 ,380 ,480 ,258 ,145 ,237
563 ,משמר דוד ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1576 ,112 ,582 ,435 ,296 ,64 ,87
564 ,רבדים ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,941 ,48 ,218 ,264 ,167 ,88 ,156
565 ,אזור ,53 ,חולון ,53 ,חולון ,0 , ,13768 ,1093 ,2672 ,4393 ,1771 ,1166 ,2673
566 ,גבעת שמש ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,7 ,0 ,0 ,2 ,1 ,0 ,4
567 ,צרעה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1296 ,67 ,208 ,343 ,217 ,99 ,362
570 ,מעונה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,952 ,53 ,184 ,344 ,128 ,87 ,156
571 ,בית גמליאל ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,1096 ,83 ,258 ,350 ,130 ,84 ,191
572 ,בית העמק ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,851 ,65 ,183 ,255 ,106 ,68 ,174
573 ,מבקיעים ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,625 ,87 ,110 ,270 ,54 ,41 ,63
574 ,גשר הזיו ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1738 ,52 ,321 ,635 ,283 ,221 ,226
575 ,יסעור ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1001 ,56 ,300 ,272 ,175 ,64 ,134
576 ,כברי ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1260 ,76 ,264 ,357 ,199 ,118 ,246
577 ,יד בנימין ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,4627 ,510 ,1363 ,1720 ,530 ,280 ,224
578 ,סאסא ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,520 ,28 ,73 ,154 ,56 ,58 ,151
579 ,כפר ראש הנקרה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1497 ,53 ,287 ,499 ,225 ,185 ,248
580 ,כרם מהר"ל ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1042 ,70 ,233 ,313 ,171 ,92 ,163
582 ,כפר הנגיד ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,1071 ,100 ,197 ,342 ,140 ,94 ,198
584 ,זיקים ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1196 ,92 ,239 ,411 ,156 ,106 ,192
585 ,לביא ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,772 ,83 ,158 ,301 ,61 ,48 ,121
586 ,מגידו ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1005 ,47 ,207 ,300 ,192 ,120 ,139
587 ,סביון ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,5392 ,188 ,972 ,1475 ,741 ,701 ,1315
588 ,בני ראם ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,1365 ,120 ,310 ,493 ,179 ,114 ,149
589 ,בצת ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,718 ,79 ,158 ,253 ,79 ,54 ,95
590 ,נווה אור ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,515 ,21 ,123 ,169 ,57 ,42 ,103
591 ,עשרת ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,1078 ,44 ,187 ,314 ,114 ,178 ,241
592 ,בני דרום ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,1083 ,107 ,363 ,331 ,140 ,56 ,86
593 ,ערוגות ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,987 ,52 ,239 ,303 ,152 ,94 ,147
594 ,צפריה ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,1024 ,123 ,313 ,311 ,132 ,43 ,102
595 ,לוחמי הגיטאות ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,991 ,88 ,262 ,314 ,125 ,45 ,157
596 ,מלכיה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,579 ,25 ,90 ,189 ,77 ,66 ,132
597 ,פלמחים ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,896 ,67 ,169 ,293 ,141 ,82 ,144
598 ,בית קמה ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1203 ,49 ,297 ,390 ,232 ,122 ,113
599 ,פרוד ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,768 ,51 ,221 ,211 ,114 ,41 ,130
602 ,נירים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,583 ,36 ,104 ,195 ,67 ,38 ,143
603 ,אלקוש ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,280 ,13 ,29 ,99 ,29 ,44 ,66
604 ,בית עריף ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,1022 ,91 ,182 ,347 ,113 ,138 ,151
605 ,כפר שמאי ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,608 ,52 ,204 ,175 ,63 ,35 ,79
606 ,מזור ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1150 ,49 ,232 ,382 ,154 ,153 ,180
607 ,מירון ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,990 ,130 ,239 ,346 ,103 ,56 ,116
609 ,כפר חושן ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,968 ,85 ,225 ,341 ,103 ,97 ,117
610 ,סתריה ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1135 ,76 ,239 ,314 ,178 ,118 ,210
612 ,צרופה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1116 ,105 ,235 ,391 ,129 ,116 ,140
613 ,ציפורי ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1077 ,89 ,243 ,367 ,138 ,91 ,149
614 ,שומרה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,416 ,30 ,71 ,145 ,54 ,51 ,65
615 ,קדרון ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,1679 ,93 ,344 ,547 ,247 ,205 ,243
616 ,רינתיה ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1023 ,75 ,233 ,328 ,146 ,82 ,159
617 ,ברקאי ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,746 ,32 ,156 ,208 ,121 ,77 ,152
618 ,חדיד ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,994 ,72 ,247 ,313 ,123 ,91 ,148
619 ,בית גוברין ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,500 ,32 ,129 ,140 ,89 ,50 ,60
620 ,משואות יצחק ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,733 ,86 ,196 ,226 ,50 ,48 ,127
622 ,עין צורים ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,903 ,114 ,264 ,295 ,84 ,35 ,111
623 ,יראון ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,482 ,22 ,78 ,168 ,67 ,40 ,107
627 ,ג'לג'וליה ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,11638 ,1149 ,2794 ,4885 ,1206 ,827 ,777
628 ,ג'ת ,32 ,חדרה ,32 ,חדרה ,0 , ,13801 ,1332 ,3087 ,5709 ,1376 ,1098 ,1199
633 ,כפר ברא ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,4534 ,584 ,1095 ,1937 ,410 ,287 ,221
634 ,כפר קאסם ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,27790 ,2986 ,6618 ,11829 ,2823 ,1944 ,1590
635 ,מוקייבלה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,4800 ,569 ,1179 ,2008 ,481 ,305 ,258
636 ,צנדלה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,2069 ,192 ,448 ,859 ,194 ,173 ,203
637 ,ערערה ,32 ,חדרה ,32 ,חדרה ,0 , ,22247 ,2054 ,4875 ,9079 ,2579 ,1834 ,1826
638 ,קלנסווה ,41 ,השרון ,41 ,נתניה ,0 , ,25716 ,2593 ,6276 ,10851 ,2628 ,1771 ,1597
648 ,מצר ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,576 ,36 ,95 ,163 ,77 ,54 ,151
649 ,מייסר ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,2215 ,175 ,541 ,887 ,272 ,167 ,173
652 ,אבטין ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,3081 ,297 ,707 ,1301 ,310 ,236 ,230
654 ,כפר קרע ,32 ,חדרה ,32 ,חדרה ,0 , ,21916 ,2144 ,4818 ,9108 ,2335 ,1750 ,1761
658 ,שייח' דנון ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,3245 ,301 ,687 ,1411 ,360 ,253 ,233
661 ,שער אפרים ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,2001 ,101 ,466 ,671 ,320 ,254 ,189
662 ,חוסן ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,1295 ,98 ,337 ,437 ,168 ,116 ,139
663 ,טירת יהודה ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1246 ,114 ,274 ,437 ,161 ,106 ,154
664 ,כרם בן זמרה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,677 ,74 ,161 ,240 ,61 ,54 ,87
665 ,תקומה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,892 ,87 ,249 ,317 ,98 ,39 ,102
666 ,עומר ,62 ,באר שבע ,62 ,באר שבע ,0 , ,9099 ,423 ,1861 ,2648 ,1357 ,847 ,1963
667 ,ברעם ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,760 ,48 ,120 ,255 ,101 ,69 ,167
668 ,מפלסים ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,998 ,69 ,143 ,417 ,90 ,93 ,186
670 ,משמר איילון ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,588 ,42 ,156 ,175 ,85 ,35 ,95
672 ,בית נקופה ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,693 ,57 ,148 ,222 ,74 ,67 ,125
673 ,כפר טרומן ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,813 ,62 ,165 ,254 ,107 ,95 ,130
674 ,לימן ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,873 ,69 ,161 ,317 ,125 ,82 ,119
675 ,הבונים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,592 ,47 ,151 ,171 ,76 ,43 ,104
676 ,עין השלושה ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,418 ,39 ,64 ,146 ,40 ,39 ,90
677 ,הסוללים ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1074 ,85 ,218 ,339 ,125 ,124 ,183
678 ,מעגן ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,480 ,38 ,98 ,163 ,57 ,30 ,94
679 ,אביאל ,32 ,חדרה ,32 ,חדרה ,45 ,אלונה ,827 ,53 ,224 ,249 ,152 ,57 ,92
680 ,אומץ ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,786 ,36 ,187 ,247 ,118 ,96 ,102
681 ,גבעת שמואל ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,32713 ,3118 ,7391 ,11421 ,3806 ,2275 ,4702
682 ,אליקים ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,941 ,96 ,199 ,324 ,81 ,75 ,166
683 ,גבע כרמל ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1086 ,91 ,238 ,357 ,157 ,94 ,149
684 ,היוגב ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1092 ,111 ,310 ,332 ,123 ,33 ,183
685 ,בניה ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,869 ,51 ,217 ,250 ,104 ,92 ,155
686 ,נווה ימין ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1269 ,108 ,194 ,434 ,153 ,139 ,241
687 ,עין איילה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1207 ,101 ,255 ,425 ,179 ,124 ,123
688 ,עלמה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,916 ,78 ,223 ,342 ,104 ,84 ,85
689 ,מגדים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1221 ,84 ,270 ,403 ,173 ,117 ,174
690 ,כפר אחים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,822 ,54 ,209 ,262 ,110 ,65 ,122
692 ,שפיר ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,1014 ,105 ,311 ,317 ,130 ,58 ,93
693 ,נתיב הל"ה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,765 ,62 ,144 ,240 ,97 ,103 ,119
694 ,מעגן מיכאל ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,2486 ,182 ,482 ,915 ,293 ,211 ,403
695 ,מגן ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,630 ,40 ,101 ,218 ,67 ,50 ,154
696 ,כפר חב"ד ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,8312 ,1192 ,2468 ,2904 ,640 ,398 ,710
697 ,בארותיים ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1132 ,54 ,279 ,349 ,208 ,96 ,146
698 ,בורגתה ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1202 ,80 ,235 ,397 ,173 ,130 ,187
699 ,ניר ישראל ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,896 ,51 ,216 ,282 ,143 ,63 ,141
700 ,חצב ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1357 ,123 ,320 ,442 ,164 ,129 ,179
701 ,ארבל ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,773 ,60 ,179 ,258 ,123 ,48 ,105
702 ,האון ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,211 ,19 ,13 ,84 ,28 ,18 ,49
703 ,גבעת עוז ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,573 ,35 ,86 ,159 ,73 ,69 ,151
705 ,נחשונים ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,557 ,28 ,132 ,152 ,90 ,44 ,111
706 ,גיאה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,871 ,58 ,211 ,258 ,128 ,69 ,147
707 ,כפר דניאל ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,665 ,20 ,123 ,212 ,115 ,98 ,97
708 ,עמקה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,988 ,114 ,225 ,329 ,102 ,73 ,145
709 ,תפרח ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,2349 ,339 ,842 ,732 ,174 ,91 ,171
710 ,בית זית ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1488 ,108 ,257 ,460 ,187 ,177 ,299
711 ,עזריה ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1205 ,114 ,270 ,425 ,156 ,85 ,155
712 ,בן עמי ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,823 ,57 ,193 ,263 ,97 ,80 ,133
713 ,רעים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,524 ,26 ,101 ,171 ,65 ,56 ,105
714 ,ארז ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,709 ,70 ,131 ,265 ,88 ,54 ,101
715 ,להבות חביבה ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1114 ,71 ,294 ,321 ,209 ,103 ,116
716 ,אייל ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,665 ,67 ,149 ,211 ,79 ,42 ,117
717 ,חגור ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,1050 ,79 ,215 ,330 ,153 ,120 ,153
718 ,ירחיב ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1129 ,96 ,204 ,425 ,116 ,142 ,146
719 ,תל קציר ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,642 ,54 ,168 ,207 ,72 ,37 ,104
720 ,ניר גלים ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,1291 ,113 ,403 ,467 ,150 ,56 ,102
721 ,שדה אילן ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,840 ,106 ,251 ,287 ,81 ,22 ,93
722 ,מגשימים ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,967 ,82 ,182 ,286 ,136 ,94 ,187
723 ,בית הגדי ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,983 ,108 ,238 ,382 ,69 ,90 ,96
726 ,הודיה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,829 ,69 ,211 ,248 ,111 ,57 ,133
727 ,תלמי יחיאל ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,965 ,65 ,231 ,326 ,130 ,87 ,126
729 ,משמר השבעה ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,1029 ,88 ,199 ,310 ,125 ,117 ,190
730 ,אליפלט ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,860 ,91 ,198 ,306 ,69 ,67 ,129
731 ,מישר ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,730 ,38 ,195 ,203 ,112 ,59 ,123
732 ,משמר הירדן ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,882 ,66 ,192 ,306 ,109 ,77 ,132
734 ,גן יאשיה ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,985 ,64 ,209 ,341 ,123 ,113 ,135
735 ,רמות מאיר ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,781 ,38 ,170 ,217 ,135 ,93 ,128
736 ,גילת ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,1656 ,145 ,390 ,595 ,215 ,135 ,176
737 ,עולש ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1194 ,90 ,302 ,375 ,163 ,108 ,156
738 ,דור ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,453 ,49 ,104 ,155 ,35 ,29 ,81
739 ,שדה עוזיהו ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1508 ,154 ,366 ,522 ,139 ,128 ,199
740 ,אשתאול ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1098 ,107 ,223 ,401 ,125 ,101 ,141
741 ,שואבה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,601 ,36 ,102 ,189 ,78 ,77 ,119
742 ,מסילת ציון ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1025 ,78 ,210 ,361 ,121 ,115 ,140
743 ,כפר שמואל ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,950 ,77 ,222 ,314 ,137 ,74 ,126
744 ,תלמי יפה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,713 ,20 ,140 ,232 ,122 ,98 ,101
745 ,גמזו ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,1127 ,108 ,310 ,355 ,147 ,71 ,136
746 ,ברכיה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1250 ,154 ,307 ,440 ,95 ,104 ,150
747 ,בית שקמה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,872 ,72 ,211 ,298 ,100 ,61 ,130
748 ,מסלול ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,934 ,88 ,228 ,334 ,136 ,61 ,87
749 ,פטיש ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,1072 ,110 ,265 ,376 ,92 ,94 ,135
750 ,פדויים ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,499 ,30 ,100 ,186 ,56 ,58 ,69
751 ,בית מאיר ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,394 ,37 ,78 ,152 ,28 ,37 ,62
752 ,תעוז ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,634 ,49 ,167 ,175 ,81 ,55 ,107
753 ,ינוב ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,892 ,68 ,168 ,296 ,113 ,81 ,166
755 ,גורן ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,471 ,31 ,80 ,159 ,47 ,56 ,98
756 ,בית עזרא ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1084 ,90 ,196 ,362 ,126 ,123 ,187
757 ,מצליח ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1333 ,111 ,293 ,467 ,123 ,116 ,223
758 ,יד חנה ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1108 ,72 ,364 ,274 ,237 ,56 ,105
759 ,יציץ ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,877 ,104 ,176 ,301 ,93 ,75 ,128
760 ,בן זכאי ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,883 ,85 ,198 ,299 ,101 ,98 ,102
761 ,שובה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,901 ,101 ,292 ,289 ,97 ,44 ,78
762 ,בטחה ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,849 ,65 ,170 ,297 ,92 ,107 ,118
763 ,שתולים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,2042 ,178 ,412 ,739 ,215 ,240 ,258
764 ,כפר מרדכי ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,695 ,42 ,169 ,191 ,102 ,64 ,127
765 ,משגב דב ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,768 ,45 ,178 ,230 ,133 ,74 ,108
766 ,קוממיות ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,527 ,70 ,175 ,145 ,29 ,26 ,82
767 ,פורת ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1432 ,122 ,319 ,524 ,147 ,149 ,171
768 ,כרמיה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,807 ,76 ,188 ,287 ,113 ,48 ,95
769 ,ניר עציון ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,666 ,89 ,160 ,238 ,56 ,43 ,80
771 ,מבוא ביתר ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1156 ,80 ,335 ,352 ,161 ,81 ,147
772 ,אמונים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1010 ,80 ,202 ,324 ,140 ,103 ,161
773 ,עמיקם ,32 ,חדרה ,32 ,חדרה ,45 ,אלונה ,788 ,39 ,162 ,282 ,111 ,92 ,102
774 ,צוריאל ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,501 ,50 ,89 ,190 ,49 ,56 ,67
775 ,יד נתן ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,590 ,40 ,129 ,174 ,102 ,43 ,102
776 ,מחסיה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,535 ,60 ,127 ,190 ,50 ,32 ,76
777 ,נחשון ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,734 ,42 ,160 ,210 ,86 ,62 ,174
778 ,תרום ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,977 ,62 ,270 ,333 ,135 ,70 ,107
779 ,עמינדב ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,863 ,60 ,168 ,275 ,122 ,92 ,146
780 ,אורה ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1236 ,106 ,242 ,456 ,137 ,127 ,168
783 ,אבן ספיר ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,693 ,44 ,134 ,226 ,101 ,66 ,122
784 ,בית נחמיה ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,897 ,73 ,161 ,270 ,135 ,107 ,151
785 ,אחיהוד ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1111 ,124 ,226 ,427 ,108 ,108 ,118
786 ,כפר זיתים ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,793 ,97 ,204 ,251 ,65 ,59 ,117
787 ,גבעת יערים ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1245 ,103 ,241 ,410 ,135 ,133 ,223
788 ,זיתן ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,1090 ,90 ,204 ,379 ,130 ,86 ,201
789 ,רנן ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,695 ,46 ,172 ,240 ,90 ,64 ,83
791 ,משען ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,998 ,79 ,209 ,348 ,108 ,119 ,135
792 ,נתיב השיירה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,529 ,32 ,100 ,167 ,59 ,50 ,121
793 ,גבעתי ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1042 ,107 ,257 ,340 ,120 ,86 ,132
794 ,עגור ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,484 ,44 ,119 ,164 ,58 ,43 ,56
